,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1295,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,25,19,11,12,2,6,15,40.0,9,202,63,31.2,117,76,9,31,13,0,18,25,50,84,1,Matches
1296,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,70,45,44,22,4,32,57,56.1,25,297,99,33.3,157,112,28,50,3,0,47,28,98,68,0,Matches
1297,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,83,41,53,25,5,26,51,51.0,25,309,92,29.8,196,96,17,54,16,0,38,66,149,113,0,Matches
1298,Yevhen Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,3,2,2,1,0,0,5,0.0,5,92,18,19.6,22,53,17,8,0,0,8,2,5,4,0,Matches
1299,Pascal Köpke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,0,0,0,0,0,0,2,0.0,2,33,4,12.1,2,15,16,1,0,0,1,0,0,0,0,Matches
1300,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,30,16,22,5,3,12,33,36.4,21,206,53,25.7,129,56,21,33,6,0,27,17,47,35,0,Matches
1301,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,19,11,10,8,1,6,10,60.0,4,101,37,36.6,60,38,3,26,14,0,12,22,41,96,0,Matches
1302,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,68,41,43,16,9,22,64,34.4,42,547,186,34.0,213,214,120,91,7,0,84,20,88,37,0,Matches
1303,Christian Kouamé,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,39,25,14,17,8,10,28,35.7,18,562,136,24.2,65,252,245,37,4,0,33,25,64,25,0,Matches
1304,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,6,2,Matches
1305,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,61,39,38,19,4,20,43,46.5,23,296,103,34.8,166,108,22,80,40,2,40,20,81,136,0,Matches
1306,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,48,23,36,11,1,21,38,55.3,17,305,106,34.8,208,91,6,65,25,1,40,46,94,188,4,Matches
1307,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,54,34,24,24,6,10,31,32.3,21,401,119,29.7,179,172,50,42,12,0,30,20,74,39,0,Matches
1308,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,46,34,20,22,4,11,39,28.2,28,417,112,26.9,108,209,100,20,2,0,18,18,64,14,0,Matches
1309,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,1,1,0,0,1,0,2,0.0,2,48,13,27.1,5,19,24,1,0,0,1,0,1,0,0,Matches
1310,Dawid Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,10,4,6,3,1,5,20,25.0,15,158,33,20.9,49,72,37,13,1,0,12,1,11,9,0,Matches
1311,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1312,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,62,38,39,18,5,26,74,35.1,48,448,126,28.1,255,140,53,66,14,1,52,17,79,105,0,Matches
1313,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,12,10,7,5,0,6,9,66.7,3,99,33,33.3,64,34,1,12,1,0,11,2,14,39,0,Matches
1314,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,16,11,4,5,7,8,31,25.8,23,385,89,23.1,53,220,112,21,5,0,16,8,24,14,0,Matches
1315,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,54,33,27,23,4,18,53,34.0,35,285,74,26.0,100,155,30,21,3,0,18,10,64,24,0,Matches
1316,Vasyl Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,20,10,11,8,1,6,12,50.0,6,65,19,29.2,30,24,11,8,1,0,7,2,22,13,1,Matches
1317,Ladislav Krejčí,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,13,6,4,7,2,7,19,36.8,12,209,59,28.2,89,93,27,28,2,0,26,5,18,19,1,Matches
1318,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,17,13,6,10,1,5,24,20.8,19,159,59,37.1,64,80,15,18,6,0,12,20,37,30,0,Matches
1319,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,56,42,17,26,13,17,61,27.9,44,576,147,25.5,97,376,103,32,4,0,28,14,70,16,1,Matches
1320,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,46,28,23,14,9,17,66,25.8,49,499,98,19.6,137,263,99,44,11,0,33,15,61,30,2,Matches
1321,Max Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,12,8,4,7,1,5,33,15.2,28,610,142,23.3,70,348,192,14,0,0,14,7,19,10,0,Matches
1322,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,34,19,25,8,1,11,35,31.4,24,192,58,30.2,110,71,11,21,5,0,16,23,57,45,0,Matches
1323,Yuya Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,20,11,10,6,4,9,29,31.0,20,376,77,20.5,135,167,74,17,1,0,16,12,32,2,0,Matches
1324,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,56,41,25,27,4,26,64,40.6,38,477,111,23.3,168,251,58,35,8,0,27,20,76,45,1,Matches
1325,Dejan Kulusevski,se SWE,MFDF,Atalanta,it Serie A,18,2000,1.2,3,2,0,2,1,2,3,66.7,1,28,9,32.1,1,16,11,1,0,0,1,0,3,0,0,Matches
1326,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,50,35,19,28,3,10,27,37.0,17,268,84,31.3,110,127,31,29,12,0,17,24,74,56,0,Matches
1327,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,28.4,37,16,19,13,5,19,62,30.6,43,568,134,23.6,163,293,112,33,1,0,32,22,59,50,0,Matches
1328,Layvin Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,22,14,6,6,10,7,19,36.8,12,214,69,32.2,47,108,59,15,1,0,14,6,28,23,0,Matches
1329,Rafał Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,5,3,2,2,1,2,7,28.6,5,59,19,32.2,15,33,11,1,0,0,1,4,9,1,0,Matches
1330,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,5,2,2,2,1,3,5,60.0,2,130,26,20.0,12,80,38,1,0,0,1,0,5,0,0,Matches
1331,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,64,32,35,22,7,22,65,33.8,43,367,103,28.1,176,142,49,50,5,0,45,65,129,60,0,Matches
1332,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
1333,Antonino La Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,10,8,3,4,3,1,5,20.0,4,233,49,21.0,22,102,109,13,3,0,10,7,17,5,0,Matches
1334,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,27,1991,4.5,9,7,3,5,1,0,5,0.0,5,79,26,32.9,24,37,18,4,0,0,4,5,14,0,0,Matches
1335,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,3,2,0,0,3,1,2,50.0,1,22,5,22.7,2,9,11,0,0,0,0,0,3,0,0,Matches
1336,Gaëtan Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,34,20,7,13,14,10,36,27.8,26,599,126,21.0,57,293,249,19,2,1,17,6,40,26,0,Matches
1337,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,34,26,7,14,13,5,23,21.7,18,521,140,26.9,61,239,221,30,4,0,26,16,50,21,0,Matches
1338,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1,2,Matches
1339,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,41,25,29,12,0,22,41,53.7,19,221,74,33.5,160,58,3,74,20,0,54,51,92,256,0,Matches
1340,Abdou Lahat Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
1341,Konrad Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,74,43,23,32,19,28,92,30.4,64,648,195,30.1,158,355,135,64,3,0,61,30,104,16,0,Matches
1342,Diego Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,4,2,0,3,1,1,2,50.0,1,54,9,16.7,13,25,16,4,0,0,4,0,4,1,0,Matches
1343,Kenny Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,62,43,42,14,6,21,51,41.2,30,529,147,27.8,254,187,88,55,9,2,46,29,91,47,1,Matches
1344,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,16,10,6,7,3,6,14,42.9,8,148,50,33.8,39,63,46,16,0,0,16,5,21,4,0,Matches
1345,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,18,13,3,8,7,6,14,42.9,8,232,68,29.3,23,121,88,14,0,0,14,6,24,2,0,Matches
1346,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,2,1,0,2,0,0,2,0.0,2,42,9,21.4,0,17,25,2,0,0,2,1,3,0,0,Matches
1347,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,40,28,34,6,0,13,20,65.0,7,143,46,32.2,106,33,4,32,16,0,16,14,54,85,1,Matches
1348,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,11,2,7,3,1,4,13,30.8,9,118,21,17.8,61,42,15,23,4,0,19,9,20,37,0,Matches
1349,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,30,16,23,7,0,4,11,36.4,7,140,38,27.1,88,48,4,23,10,0,13,13,43,93,0,Matches
1350,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,10,9,4,5,1,5,19,26.3,14,179,32,17.9,37,104,38,7,1,0,6,5,15,3,0,Matches
1351,Gianluca Lapadula,pe PER,FWMF,Genoa,it Serie A,28,1990,4.5,5,4,1,1,3,3,7,42.9,4,84,24,28.6,11,42,31,4,0,0,4,0,5,0,0,Matches
1352,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,34.0,40,24,23,15,2,19,36,52.8,17,236,77,32.6,126,95,15,27,10,0,17,26,66,134,1,Matches
1353,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,39,17,31,7,1,19,31,61.3,12,251,79,31.5,190,57,4,61,37,1,24,20,59,196,3,Matches
1354,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,1,1,0,1,0,1,2,50.0,1,7,1,14.3,5,2,0,0,0,0,0,2,3,0,0,Matches
1355,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,11,7,1,4,6,2,24,8.3,22,558,117,21.0,36,296,226,28,6,0,22,12,23,36,0,Matches
1356,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,35,15,27,5,3,10,20,50.0,10,199,60,30.2,140,48,11,68,29,0,39,53,88,232,0,Matches
1357,Paul Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,52,33,29,19,4,26,54,48.1,28,382,91,23.8,153,185,44,24,2,0,22,18,70,27,1,Matches
1358,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,6,3,4,0,2,4,9,44.4,5,64,12,18.8,48,12,4,15,3,0,12,7,13,9,0,Matches
1359,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,39,17,15,17,7,14,68,20.6,54,465,101,21.7,143,233,89,46,9,0,37,17,56,33,0,Matches
1360,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,10,5,8,2,0,4,8,50.0,4,32,9,28.1,22,8,2,2,0,0,2,5,15,16,0,Matches
1361,Armand Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1362,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,26,19,16,7,3,10,15,66.7,5,199,56,28.1,91,91,17,19,4,0,15,10,36,36,0,Matches
1363,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,77,50,48,27,2,29,86,33.7,57,401,118,29.4,240,142,19,66,21,1,45,46,123,123,3,Matches
1364,Diego Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,24,19,13,6,5,15,28,53.6,13,177,50,28.2,63,75,39,21,3,0,18,3,27,12,0,Matches
1365,Miguel Layún,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,4,3,0,4,0,1,6,16.7,5,133,22,16.5,34,74,25,11,1,0,10,1,5,5,0,Matches
1366,Valentino Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,52,30,26,19,7,23,66,34.8,43,577,144,25.0,251,216,110,73,10,0,63,38,90,41,0,Matches
1367,Darko Lazović,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,31,15,15,6,10,18,41,43.9,23,351,93,26.5,109,139,103,33,4,0,29,10,41,36,0,Matches
1368,Manuel Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,35,21,18,13,4,18,48,37.5,30,294,86,29.3,118,116,60,46,4,0,42,15,50,35,2,Matches
1369,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,2,1,1,0,1,0,2,0.0,2,44,11,25.0,4,22,18,1,0,0,1,1,3,2,0,Matches
1370,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,63,35,47,16,0,17,36,47.2,19,301,95,31.6,198,88,15,43,18,0,25,66,129,131,1,Matches
1371,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,6,4,4,2,0,2,5,40.0,3,19,3,15.8,9,10,0,5,0,0,5,6,12,15,1,Matches
1372,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,83,46,37,37,9,33,102,32.4,69,719,191,26.6,210,438,71,54,10,0,44,30,113,75,1,Matches
1373,James Lea Siliki,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,13.6,24,15,9,11,4,7,31,22.6,24,305,69,22.6,106,141,58,17,2,0,15,10,34,9,1,Matches
1374,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,7,4,0,6,1,2,14,14.3,12,256,43,16.8,8,136,112,16,3,0,13,2,9,12,0,Matches
1375,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,16,13,6,7,3,4,14,28.6,10,206,55,26.7,49,102,55,16,1,0,15,11,27,11,0,Matches
1376,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,0,0,0,0,0,0,3,0.0,3,4,1,25.0,3,0,1,0,0,0,0,0,0,3,2,Matches
1377,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,73,49,37,28,8,21,78,26.9,57,633,158,25.0,168,337,128,56,8,1,48,25,98,31,0,Matches
1378,Jordan Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20.0,29,17,20,6,3,13,29,44.8,16,181,51,28.2,125,35,21,37,11,0,26,31,60,126,0,Matches
1379,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,10,8,3,5,2,4,18,22.2,14,202,38,18.8,47,96,59,15,1,0,14,3,13,8,0,Matches
1380,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,69,48,48,16,5,34,75,45.3,41,347,108,31.1,226,90,31,39,5,1,34,27,96,64,0,Matches
1381,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,84,59,36,45,3,33,95,34.7,62,413,137,33.2,168,217,28,35,8,0,27,43,127,43,1,Matches
1382,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,28,12,18,9,1,10,27,37.0,17,169,50,29.6,110,52,7,27,6,0,21,22,50,58,0,Matches
1383,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,4,4,4,0,0,1,3,33.3,2,28,8,28.6,12,12,4,6,0,0,6,2,6,14,0,Matches
1384,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,30,15,17,11,2,12,41,29.3,29,630,109,17.3,171,337,122,36,1,0,35,23,53,4,0,Matches
1385,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,63,42,30,26,7,12,34,35.3,22,319,110,34.5,107,161,51,20,3,1,17,32,95,35,0,Matches
1386,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,2,1,2,0,0,1,2,50.0,1,19,8,42.1,10,8,1,5,1,0,4,0,2,8,0,Matches
1387,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,59,43,33,23,3,20,42,47.6,22,256,85,33.2,131,113,12,42,22,0,20,14,73,78,0,Matches
1388,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,1987,13.5,30,15,10,17,3,8,25,32.0,17,272,73,26.8,81,128,63,32,1,0,31,12,42,7,0,Matches
1389,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,0,0,0,0,0,0,3,0.0,3,4,1,25.0,4,0,0,0,0,0,0,0,0,0,1,Matches
1390,Pedro León,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,9,7,2,3,4,3,8,37.5,5,77,19,24.7,17,29,31,10,0,0,10,4,13,2,0,Matches
1391,Sergio León,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,2,1,0,2,0,1,7,14.3,6,87,18,20.7,12,45,30,8,1,0,7,1,3,3,0,Matches
1392,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,33,25,13,18,2,9,38,23.7,29,309,71,23.0,79,177,53,27,11,0,16,15,48,30,0,Matches
1393,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,44,28,17,23,4,17,51,33.3,34,411,91,22.1,96,242,73,19,1,0,18,16,60,19,0,Matches
1394,Mehdi Léris,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,56,37,28,18,10,24,56,42.9,32,552,128,23.2,198,272,82,46,2,0,44,33,89,14,0,Matches
1395,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,47,38,22,21,4,10,51,19.6,41,500,135,27.0,196,251,53,57,22,0,35,53,100,91,1,Matches
1396,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,12,9,1,6,5,2,10,20.0,8,418,138,33.0,8,126,284,16,6,0,10,3,15,15,0,Matches
1397,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,11,4,6,4,1,3,7,42.9,4,34,10,29.4,26,7,1,4,1,0,3,2,13,26,0,Matches
1398,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,3,2,1,1,1,0,3,0.0,3,257,56,21.8,20,131,106,7,2,0,5,1,4,10,0,Matches
1399,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,14,6,9,3,2,7,18,38.9,11,134,43,32.1,61,55,18,17,5,0,12,8,22,28,1,Matches
1400,Dimitri Liénard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,32,18,20,9,3,14,45,31.1,31,298,78,26.2,132,128,38,21,1,0,20,16,48,17,0,Matches
1401,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,8,6,5,3,0,3,6,50.0,3,42,14,33.3,30,11,1,10,5,0,5,13,21,47,0,Matches
1402,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,57,34,29,18,10,21,65,32.3,44,492,137,27.8,211,205,76,44,1,1,43,24,81,54,0,Matches
1403,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,14,10,7,4,3,4,21,19.0,17,155,44,28.4,41,58,56,14,1,0,13,6,20,8,0,Matches
1404,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,37,23,27,10,0,11,19,57.9,8,257,89,34.6,156,95,6,33,13,0,20,43,80,140,0,Matches
1405,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,77,49,31,30,16,23,90,25.6,67,628,162,25.8,176,322,130,51,5,0,46,15,92,13,0,Matches
1406,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,25,12,5,11,9,4,30,13.3,26,459,120,26.1,76,219,164,23,3,0,20,14,39,9,0,Matches
1407,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,35,24,20,10,5,15,38,39.5,23,283,77,27.2,147,86,50,44,6,1,38,23,58,78,1,Matches
1408,Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,0.3,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0,Matches
1409,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,33,24,23,10,0,17,34,50.0,17,164,62,37.8,95,64,5,32,15,0,17,15,48,115,0,Matches
1410,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,4,3,2,2,0,2,5,40.0,3,103,30,29.1,15,36,52,7,2,0,5,1,5,15,0,Matches
1411,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,16,10,8,7,1,4,14,28.6,10,115,30,26.1,33,62,20,8,0,0,8,5,21,11,0,Matches
1412,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,1,0,1,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,1,3,0,Matches
1413,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,2,2,0,1,1,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,2,0,0,Matches
1414,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,55,46,17,29,9,14,46,30.4,32,500,137,27.4,99,268,133,36,1,0,35,10,65,11,1,Matches
1415,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,42,34,12,22,8,10,45,22.2,35,670,151,22.5,221,364,85,23,1,0,22,26,68,17,0,Matches
1416,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,20,12,9,8,3,3,7,42.9,4,197,49,24.9,55,76,66,15,1,0,14,11,31,9,0,Matches
1417,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,43,32,21,17,5,13,34,38.2,21,313,78,24.9,110,133,70,23,3,0,20,19,62,34,1,Matches
1418,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,21,18,8,8,5,3,9,33.3,6,168,59,35.1,39,79,50,17,4,0,13,8,29,7,0,Matches
1419,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,21,16,6,15,0,5,18,27.8,13,147,40,27.2,38,87,22,12,0,0,12,6,27,6,0,Matches
1420,Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,17,10,11,6,0,9,15,60.0,6,73,26,35.6,46,23,4,9,4,0,5,12,29,33,0,Matches
1421,Shane Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,11,4,4,4,3,2,13,15.4,11,246,66,26.8,23,127,96,16,4,0,12,5,16,17,0,Matches
1422,Samuele Longo,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,5,5,1,3,1,0,7,0.0,7,183,39,21.3,18,115,50,7,2,0,5,0,5,6,0,Matches
1423,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,22,18,9,11,2,11,28,39.3,17,221,70,31.7,72,125,24,18,5,0,13,10,32,9,0,Matches
1424,Ademola Lookman,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,14,8,6,5,3,5,8,62.5,3,121,36,29.8,43,54,24,9,1,0,8,14,28,2,0,Matches
1425,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,0,0,0,0,0,0,3,0.0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,1,1,Matches
1426,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,38,26,13,18,7,9,24,37.5,15,438,100,22.8,92,219,127,24,1,0,23,7,45,12,0,Matches
1427,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,6,4,5,1,0,2,6,33.3,4,76,18,23.7,52,16,8,9,1,0,8,7,13,8,0,Matches
1428,Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,2,1,1,1,0,2,6,33.3,4,48,8,16.7,16,29,3,0,0,0,0,2,4,2,0,Matches
1429,Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,11,10,2,3,6,6,18,33.3,12,108,28,25.9,7,49,52,3,0,0,3,2,13,2,0,Matches
1430,David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,30,24,17,11,2,14,26,53.8,12,152,44,28.9,94,47,11,23,11,0,12,15,45,93,2,Matches
1431,Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,2,1,Matches
1432,Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,71,43,44,22,5,24,67,35.8,43,308,80,26.0,169,105,34,46,3,0,43,38,109,73,0,Matches
1433,Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,1,1,1,0,0,1,2,50.0,1,52,16,30.8,35,17,0,11,1,0,10,7,8,29,0,Matches
1434,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,46,28,18,22,6,21,71,29.6,50,529,142,26.8,157,287,85,20,3,0,17,13,59,11,0,Matches
