,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,28,1989,11.5,8,5,2,2,4,1,6,16.7,5,195,50,25.6,19,92,84,13,2,0,11,3,11,8,0,Matches
143,Danilo Avelar,br BRA,DFFW,Amiens,fr Ligue 1,28,1989,19.2,41,23,23,14,4,10,42,23.8,32,215,63,29.3,129,60,26,33,10,1,23,37,78,48,1,Matches
144,Felipe Avenatti,uy URU,FWMF,Bologna,it Serie A,24,1993,5.2,4,1,1,3,0,1,2,50.0,1,50,16,32.0,5,24,21,5,0,0,5,3,7,8,0,Matches
145,Durel Avounou,cg CGO,MFDF,Caen,fr Ligue 1,19,1997,7.2,13,5,7,4,2,3,13,23.1,10,163,44,27.0,68,78,17,16,1,0,15,12,25,14,0,Matches
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,37,22,31,5,1,15,31,48.4,16,109,38,34.9,77,26,6,37,13,1,24,19,56,57,1,Matches
147,André Ayew,gh GHA,FWMF,Swansea City,eng Premier League,27,1989,10.6,16,12,3,8,5,2,11,18.2,9,267,67,25.1,39,132,96,12,1,0,11,8,24,10,0,Matches
148,André Ayew,gh GHA,MFFW,West Ham,eng Premier League,27,1989,9.9,16,12,6,7,3,1,14,7.1,13,168,42,25.0,43,76,49,11,1,0,10,4,20,5,0,Matches
149,Jordan Ayew,gh GHA,FWMF,Swansea City,eng Premier League,25,1991,31.7,91,63,23,39,29,11,40,27.5,29,1019,270,26.5,157,529,333,45,4,0,41,35,126,18,0,Matches
150,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,27,1990,25.0,64,46,33,24,7,13,50,26.0,37,514,119,23.2,205,264,45,41,13,0,28,23,87,43,1,Matches
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37.0,88,51,56,25,7,28,58,48.3,30,465,181,38.9,257,163,45,69,26,1,43,71,159,148,1,Matches
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,33,22,25,4,4,8,28,28.6,20,147,43,29.3,67,60,20,26,2,0,24,16,49,22,0,Matches
153,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,24,1993,8.3,11,10,2,3,6,2,5,40.0,3,172,49,28.5,7,71,94,10,1,0,9,1,12,3,0,Matches
154,Khouma Babacar,sn SEN,FWMF,Fiorentina,it Serie A,24,1993,5.0,3,1,2,0,1,2,8,25.0,6,76,19,25.0,9,30,37,3,0,0,3,1,4,5,0,Matches
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,30,1986,27.7,5,5,0,1,4,0,12,0.0,12,304,69,22.7,12,138,154,18,5,0,13,6,11,13,0,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,28,1989,26.1,77,51,29,38,10,21,69,30.4,48,503,154,30.6,156,272,75,59,1,0,58,46,123,54,0,Matches
157,Holger Badstuber,de GER,DFMF,Stuttgart,de Bundesliga,28,1989,24.1,35,23,24,9,2,6,27,22.2,21,204,72,35.3,121,73,10,37,15,0,22,36,71,124,2,Matches
158,Dylan Bahamboula,cg CGO,MFFW,Dijon,fr Ligue 1,22,1995,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,2,1,1,1,0,0,1,0,0,0,0,Matches
159,Farès Bahlouli,fr FRA,MFFW,Lille,fr Ligue 1,22,1995,3.4,7,5,2,3,2,4,7,57.1,3,46,18,39.1,11,20,15,8,0,0,8,0,7,0,0,Matches
160,Stéphane Bahoken,cm CMR,FW,Strasbourg,fr Ligue 1,25,1992,18.5,12,9,4,5,3,3,21,14.3,18,285,69,24.2,28,139,118,25,3,0,22,12,24,0,0,Matches
161,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,33,1984,28.2,60,46,29,30,1,19,72,26.4,53,462,135,29.2,178,244,40,44,4,0,40,42,102,59,1,Matches
162,Leon Bailey,jm JAM,FWDF,Leverkusen,de Bundesliga,19,1997,24.6,12,9,5,6,1,4,20,20.0,16,325,97,29.8,77,149,99,34,1,0,33,13,25,12,0,Matches
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,11.1,20,13,13,5,2,9,17,52.9,8,99,30,30.3,57,38,4,19,11,0,8,24,44,69,1,Matches
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,21.2,28,11,21,4,3,10,21,47.6,11,223,50,22.4,122,73,28,32,6,0,26,32,60,40,0,Matches
165,Riad Bajić,ba BIH,FWMF,Udinese,it Serie A,23,1994,0.9,0,0,0,0,0,0,0,,0,19,2,10.5,0,10,9,0,0,0,0,0,0,2,0,Matches
166,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,27,1989,22.8,35,19,14,19,2,15,56,26.8,41,479,140,29.2,111,288,80,50,8,0,42,24,59,48,1,Matches
167,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,26,1991,14.0,11,6,2,7,2,1,9,11.1,8,203,44,21.7,25,106,72,14,2,0,12,5,16,27,0,Matches
168,Tiemoué Bakayoko,fr FRA,MF,Chelsea,eng Premier League,22,1994,23.6,72,54,31,30,11,19,48,39.6,29,477,158,33.1,174,243,60,34,7,0,27,47,119,36,0,Matches
169,Zakaria Bakkali,be BEL,FWMF,La Coruña,es La Liga,21,1996,10.1,16,10,9,6,1,5,16,31.3,11,169,42,24.9,48,74,47,2,0,0,2,5,21,9,0,Matches
170,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,19,1998,2.6,4,4,2,1,1,0,3,0.0,3,63,15,23.8,21,30,12,1,0,0,1,2,6,4,0,Matches
171,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,22,1995,16.4,12,6,5,5,2,0,7,0.0,7,225,57,25.3,33,97,95,15,3,0,12,4,16,2,0,Matches
172,Sam Baldock,eng ENG,MF,Brighton,eng Premier League,28,1989,0.4,0,0,0,0,0,0,0,,0,7,4,57.1,0,2,5,0,0,0,0,0,0,0,0,Matches
173,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,28,1989,20.0,15,7,8,6,1,3,20,15.0,17,255,63,24.7,36,109,110,15,1,0,14,9,24,13,0,Matches
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,17.2,40,26,17,20,3,15,33,45.5,18,294,91,31.0,144,118,32,36,5,1,31,24,64,38,0,Matches
175,Andrija Balić,hr CRO,MF,Udinese,it Serie A,19,1997,12.0,21,17,11,8,2,7,29,24.1,22,233,52,22.3,85,109,39,14,3,0,11,17,38,11,0,Matches
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,21.7,28,13,21,4,3,12,24,50.0,12,254,68,26.8,148,70,36,40,9,1,31,23,51,33,0,Matches
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,22.8,39,21,21,13,5,17,37,45.9,20,241,73,30.3,123,87,31,39,2,0,37,19,58,31,3,Matches
178,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,37,1980,9.6,14,6,5,6,3,3,16,18.8,13,190,56,29.5,54,104,32,16,1,0,15,7,21,1,0,Matches
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,13.0,35,23,22,13,0,5,16,31.3,11,177,56,31.6,114,58,5,31,11,0,20,24,59,76,2,Matches
180,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,26,1990,25.2,7,4,1,3,3,0,3,0.0,3,217,49,22.6,28,86,103,17,4,0,13,5,12,23,0,Matches
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,17.0,20,9,16,3,1,9,19,47.4,10,140,51,36.4,94,33,13,26,1,0,25,10,30,30,0,Matches
182,Jonathan Bamba,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,21,1996,28.6,28,20,14,11,3,9,48,18.8,39,463,111,24.0,106,220,137,40,4,2,36,17,45,5,0,Matches
183,Yacine Bammou,ma MAR,MFFW,Nantes,fr Ligue 1,25,1991,8.1,13,5,5,8,0,4,12,33.3,8,174,41,23.6,37,88,49,16,4,0,12,13,26,4,0,Matches
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,29,1988,26.7,55,38,21,19,15,13,44,29.5,31,448,118,26.3,118,244,86,24,2,0,22,20,75,11,1,Matches
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,14.6,28,15,18,9,1,8,20,40.0,12,188,49,26.1,124,54,10,30,14,0,16,23,51,110,0,Matches
186,Beni Baningime,cd COD,MF,Everton,eng Premier League,18,1998,2.2,12,3,4,5,3,3,5,60.0,2,77,28,36.4,24,43,10,4,1,0,3,6,18,2,0,Matches
187,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,24,1992,29.7,46,34,13,22,11,9,44,20.5,35,655,185,28.2,114,306,235,31,1,0,30,17,63,16,0,Matches
188,Sekou Baradji,fr FRA,MF,Amiens,fr Ligue 1,33,1984,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,0,0,Matches
189,Antonín Barák,cz CZE,MF,Udinese,it Serie A,22,1994,30.1,57,31,26,21,10,19,63,30.2,44,678,166,24.5,182,354,142,42,1,0,41,20,77,31,0,Matches
190,Andrea Barberis,it ITA,MF,Crotone,it Serie A,23,1993,33.7,81,56,32,38,11,13,86,15.1,73,819,202,24.7,274,421,124,70,9,0,61,39,120,56,1,Matches
191,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,33,1984,12.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,22,1995,17.6,32,22,10,12,10,6,32,18.8,26,355,88,24.8,110,166,79,27,1,0,26,23,55,6,0,Matches
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,32,1985,12.5,31,22,16,10,5,7,16,43.8,9,209,66,31.6,107,84,18,33,5,1,28,24,55,66,0,Matches
194,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,20,1997,32.8,92,60,43,42,7,21,87,24.1,66,740,230,31.1,222,381,137,48,6,0,42,33,125,42,0,Matches
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,28,1989,20.7,56,41,32,22,2,21,64,32.8,43,383,135,35.2,144,212,27,37,11,1,26,34,90,70,1,Matches
196,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,23,1993,1.4,0,0,0,0,0,0,1,0.0,1,12,0,0.0,4,4,4,3,1,0,2,0,0,1,0,Matches
197,Aymen Barkok,ma MAR,MFFW,Eint Frankfurt,de Bundesliga,19,1998,3.5,10,5,6,1,3,0,2,0.0,2,100,21,21.0,31,50,19,10,3,0,7,2,12,1,0,Matches
198,Ashley Barnes,eng ENG,FWMF,Burnley,eng Premier League,27,1989,24.1,24,20,2,16,6,5,26,19.2,21,525,132,25.1,46,254,225,26,6,0,20,10,34,22,1,Matches
199,Harvey Barnes,eng ENG,MF,Leicester City,eng Premier League,19,1997,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0,Matches
200,Antonio Barragán,es ESP,DFMF,Betis,es La Liga,30,1987,26.4,52,27,36,8,8,18,35,51.4,17,271,74,27.3,132,92,47,46,6,0,40,16,68,47,0,Matches
201,Antonio Barreca,it ITA,DFMF,Torino,it Serie A,22,1995,5.2,9,4,5,3,1,4,7,57.1,3,73,18,24.7,41,25,7,13,0,0,13,4,13,6,0,Matches
202,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,33,1984,21.8,61,33,20,29,12,26,86,30.2,60,451,135,29.9,128,198,125,50,3,0,47,15,76,23,0,Matches
203,Barri,es ESP,MFFW,Getafe,es La Liga,21,1995,1.3,0,0,0,0,0,0,4,0.0,4,27,6,22.2,10,12,5,1,1,0,0,1,1,4,0,Matches
204,Musa Barrow,gm GAM,FWMF,Atalanta,it Serie A,18,1998,4.9,3,1,1,1,1,0,1,0.0,1,97,26,26.8,5,36,56,4,1,0,3,0,3,3,0,Matches
205,Gareth Barry,eng ENG,MF,West Brom,eng Premier League,36,1981,21.4,47,27,27,16,4,17,45,37.8,28,362,101,27.9,140,189,33,32,15,0,17,25,72,34,0,Matches
206,Fin Bartels,de GER,FW,Werder Bremen,de Bundesliga,30,1987,12.5,11,7,6,2,3,4,14,28.6,10,214,48,22.4,26,113,75,9,1,0,8,3,14,0,0,Matches
207,Kyle Bartley,eng ENG,DF,Swansea City,eng Premier League,26,1991,2.6,1,0,1,0,0,0,1,0.0,1,14,4,28.6,11,3,0,7,7,0,0,5,6,29,0,Matches
208,Marc Bartra,es ESP,DF,Betis,es La Liga,26,1991,15.8,34,27,28,6,0,10,23,43.5,13,158,53,33.5,102,54,2,27,10,0,17,25,59,65,0,Matches
209,Marc Bartra,es ESP,DF,Dortmund,de Bundesliga,26,1991,9.0,26,12,13,13,0,8,16,50.0,8,141,45,31.9,83,47,11,18,1,0,17,22,48,30,0,Matches
210,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,36,1981,16.1,25,19,16,9,0,7,14,50.0,7,134,44,32.8,76,51,7,22,7,0,15,9,34,52,1,Matches
211,Daniele Baselli,it ITA,MF,Torino,it Serie A,25,1992,28.0,61,39,29,27,5,20,55,36.4,35,555,151,27.2,189,256,110,37,4,0,33,50,111,44,1,Matches
212,Nicolas Basin,fr FRA,DF,Metz,fr Ligue 1,19,1998,3.5,8,5,5,2,1,2,4,50.0,2,50,17,34.0,32,13,5,5,2,0,3,8,16,6,0,Matches
213,Dušan Basta,rs SRB,DFMF,Lazio,it Serie A,32,1984,8.6,7,4,5,1,1,3,13,23.1,10,97,32,33.0,51,29,17,18,3,1,15,5,12,7,0,Matches
214,Gil Bastião Dias,pt POR,FWMF,Fiorentina,it Serie A,20,1996,13.2,48,28,26,14,8,15,53,28.3,38,297,79,26.6,86,123,88,20,0,0,20,16,64,7,1,Matches
215,Gil Bastião Dias,pt POR,FW,Monaco,fr Ligue 1,20,1996,0.1,1,1,0,0,1,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,1,0,0,Matches
216,Samuel Bastien,cd COD,MFFW,Chievo,it Serie A,20,1996,15.1,23,17,8,11,4,4,19,21.1,15,341,87,25.5,97,165,79,28,3,0,25,18,41,17,0,Matches
217,Borja Bastón,es ESP,FW,Málaga,es La Liga,24,1992,10.9,9,4,1,6,2,1,8,12.5,7,222,51,23.0,18,113,91,11,1,0,10,3,12,3,0,Matches
218,Alessandro Bastoni,it ITA,DF,Atalanta,it Serie A,18,1999,1.0,3,3,1,2,0,0,2,0.0,2,14,4,28.6,5,7,2,1,0,0,1,1,4,4,0,Matches
219,Bastos,ao ANG,DF,Lazio,it Serie A,26,1991,15.6,39,24,24,13,2,17,30,56.7,13,157,59,37.6,104,45,8,28,8,0,20,14,53,50,0,Matches
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,23,1993,4.0,5,4,2,3,0,1,2,50.0,1,58,11,19.0,4,30,24,0,0,0,0,1,6,4,0,Matches
221,Michy Batshuayi,be BEL,FW,Dortmund,de Bundesliga,23,1993,9.3,7,4,0,4,3,0,4,0.0,4,158,50,31.6,7,66,85,7,1,0,6,1,8,5,0,Matches
222,Moritz Bauer,at AUT,DFMF,Stoke City,eng Premier League,25,1992,14.5,30,14,21,7,2,9,26,34.6,17,246,57,23.2,119,97,30,23,1,0,22,14,44,35,0,Matches
223,Robert Bauer,de GER,DF,Werder Bremen,de Bundesliga,22,1995,10.6,24,12,18,5,1,5,19,26.3,14,94,27,28.7,50,38,6,14,4,0,10,11,35,16,1,Matches
224,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,27,1990,34.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,1,2,Matches
225,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,21,1996,29.0,80,48,50,29,1,30,61,49.2,31,389,125,32.1,242,136,11,70,25,0,45,24,104,126,1,Matches
226,Julian Baumgartlinger,at AUT,MFDF,Leverkusen,de Bundesliga,29,1988,15.5,44,36,20,21,3,12,41,29.3,29,338,118,34.9,118,179,41,22,2,0,20,21,65,32,0,Matches
227,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,22,1995,2.0,0,0,0,0,0,0,1,0.0,1,25,3,12.0,0,11,14,1,0,0,1,0,0,0,0,Matches
228,Paul Baysse,fr FRA,DF,Málaga,es La Liga,29,1988,13.8,22,13,18,3,1,9,24,37.5,15,135,38,28.1,83,47,5,17,7,0,10,20,42,68,0,Matches
229,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,29,1988,6.3,4,3,3,1,0,2,6,33.3,4,46,15,32.6,28,17,1,9,4,0,5,8,12,27,1,Matches
230,Noah Joel Sarenren Bazee,ng NGA,FWMF,Hannover 96,de Bundesliga,20,1996,1.3,2,1,0,0,2,2,2,100.0,0,17,5,29.4,2,5,10,1,0,0,1,2,4,3,0,Matches
231,Hervé Bazile,ht HAI,FWMF,Caen,fr Ligue 1,27,1990,9.7,18,11,7,7,4,4,14,28.6,10,133,36,27.1,30,73,30,28,0,0,28,18,36,6,0,Matches
232,Riechedly Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,20,1996,6.6,8,5,4,3,1,1,4,25.0,3,108,25,23.1,28,61,19,8,3,0,5,4,12,7,1,Matches
233,Enrico Bearzotti,it ITA,DFFW,Hellas Verona,it Serie A,20,1996,4.6,4,1,3,0,1,1,5,20.0,4,38,8,21.1,26,7,5,5,2,0,3,5,9,22,0,Matches
234,Claudio Beauvue,gp GLP,FW,Leganés,es La Liga,29,1988,18.6,5,2,2,2,1,0,9,0.0,9,330,89,27.0,14,154,162,8,2,0,6,1,6,16,0,Matches
235,Bebé,pt POR,MFFW,Eibar,es La Liga,27,1990,4.1,7,6,2,2,3,3,5,60.0,2,53,18,34.0,5,20,28,6,0,0,6,7,14,3,0,Matches
236,Ihlas Bebou,tg TOG,MFFW,Hannover 96,de Bundesliga,23,1994,23.8,39,25,16,16,7,8,25,32.0,17,403,101,25.1,115,198,90,35,3,0,32,13,52,23,0,Matches
237,Andreas Beck,de GER,DFMF,Stuttgart,de Bundesliga,30,1987,21.4,43,25,21,21,1,9,22,40.9,13,410,127,31.0,162,178,70,39,1,0,38,16,59,44,1,Matches
238,Henri Bedimo,cm CMR,DFMF,Marseille,fr Ligue 1,33,1984,0.5,0,0,0,0,0,0,0,,0,7,3,42.9,3,3,1,0,0,0,0,1,1,1,0,Matches
239,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,21,1996,4.7,7,2,6,0,1,5,7,71.4,2,54,15,27.8,29,21,4,2,1,0,1,9,16,36,0,Matches
240,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,30,1987,38.0,0,0,0,0,0,0,2,0.0,2,5,1,20.0,5,0,0,0,0,0,0,0,0,2,3,Matches
241,Valon Behrami,ch SUI,MF,Udinese,it Serie A,32,1985,15.5,69,49,33,30,6,10,46,21.7,36,513,146,28.5,175,283,55,54,13,0,41,12,81,24,0,Matches
242,Vid Belec,si SVN,GK,Sampdoria,it Serie A,27,1990,2.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
243,Vid Belec,si SVN,GK,Benevento,it Serie A,27,1990,12.4,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,0,0,0,0,0,0,0,1,Matches
244,Ishak Belfodil,dz ALG,FW,Werder Bremen,de Bundesliga,25,1992,15.0,9,6,3,4,2,0,9,0.0,9,205,50,24.4,16,96,93,8,1,0,7,0,9,14,0,Matches
245,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,25,1991,24.2,38,28,21,16,1,19,38,50.0,19,231,77,33.3,144,81,6,54,19,0,35,32,70,141,1,Matches
246,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,27,1990,12.7,19,13,8,7,4,6,18,33.3,12,252,68,27.0,63,114,75,22,1,0,21,6,25,5,0,Matches
247,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,22,1995,33.9,63,42,38,18,7,24,57,42.1,33,382,118,30.9,163,144,75,64,9,1,55,34,97,78,1,Matches
248,François Bellugou,fr FRA,MF,Troyes,fr Ligue 1,30,1987,24.2,48,27,24,19,5,14,45,31.1,31,354,102,28.8,191,139,24,22,6,0,16,38,86,35,0,Matches
249,Andrea Belotti,it ITA,FW,Torino,it Serie A,23,1993,29.8,33,24,11,13,9,4,35,11.4,31,504,132,26.2,50,237,217,18,1,0,17,5,38,20,0,Matches
250,Chaouki Ben Saada,tn TUN,FWMF,Troyes,fr Ligue 1,33,1984,3.8,7,7,5,1,1,1,8,12.5,7,110,24,21.8,37,52,21,5,1,0,4,1,8,2,0,Matches
251,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,26,1990,18.9,9,5,1,5,3,1,6,16.7,5,373,100,26.8,17,172,184,10,0,0,10,7,16,1,0,Matches
252,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,33,1983,2.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
253,Ahmad Benali,ly LBY,MF,Crotone,it Serie A,25,1992,9.0,26,19,10,13,3,5,25,20.0,20,254,62,24.4,85,117,52,17,1,0,16,6,32,13,0,Matches
254,Yohan Benalouane,tn TUN,DF,Leicester City,eng Premier League,30,1987,1.0,6,0,3,3,0,4,6,66.7,2,9,1,11.1,4,5,0,2,1,0,1,3,9,9,0,Matches
255,Marco Benassi,it ITA,MFFW,Fiorentina,it Serie A,22,1994,30.9,58,39,17,24,17,24,78,30.8,54,527,181,34.3,100,243,184,61,6,0,55,32,90,30,0,Matches
256,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,30,1987,19.5,31,24,20,9,2,8,19,42.1,11,146,60,41.1,84,52,10,23,11,0,12,30,61,88,0,Matches
257,Lars Bender,de GER,DFMF,Leverkusen,de Bundesliga,28,1989,17.7,57,31,24,26,7,27,56,48.2,29,371,102,27.5,132,202,37,37,5,0,32,15,72,47,0,Matches
258,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,28,1989,26.1,43,30,27,16,0,13,31,41.9,18,263,102,38.8,144,112,7,64,21,1,43,27,70,129,0,Matches
259,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,19,1997,0.4,0,0,0,0,0,0,0,,0,6,3,50.0,4,2,0,2,1,0,1,1,1,1,0,Matches
260,Nicolas Benezet,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,18.3,30,16,14,14,2,6,23,26.1,17,331,113,34.1,69,161,101,11,0,0,11,14,44,2,0,Matches
261,Marcel Benger,de GER,MF,M'Gladbach,de Bundesliga,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,24,1993,28.0,0,0,0,0,0,0,2,0.0,2,1,1,100.0,1,0,0,0,0,0,0,0,0,1,0,Matches
263,Charlison Benschop,cw CUW,MFFW,Hannover 96,de Bundesliga,27,1989,2.0,5,4,2,3,0,1,10,10.0,9,62,12,19.4,14,35,13,0,0,0,0,2,7,2,0,Matches
264,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,22,1995,26.0,42,19,29,10,3,14,38,36.8,24,237,84,35.4,150,65,22,62,15,0,47,36,78,100,0,Matches
265,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,22,1994,11.2,21,16,5,15,1,4,27,14.8,23,197,54,27.4,53,123,21,22,6,0,16,11,32,17,0,Matches
266,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,20,1997,6.5,28,19,11,15,2,5,20,25.0,15,169,65,38.5,49,82,38,10,1,0,9,5,33,11,0,Matches
267,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,26,1990,24.9,10,8,1,7,2,1,18,5.6,17,238,61,25.6,9,132,97,18,4,1,14,7,17,42,0,Matches
268,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,29,1987,23.9,6,5,2,2,2,0,15,0.0,15,384,71,18.5,20,174,190,14,1,0,13,7,13,18,0,Matches
269,Yassine Benzia,dz ALG,MFFW,Lille,fr Ligue 1,22,1994,25.4,56,38,17,27,12,16,48,33.3,32,502,131,26.1,91,299,112,36,3,0,33,20,76,6,0,Matches
270,Saido Berahino,bi BDI,FW,Stoke City,eng Premier League,23,1993,5.5,3,2,0,2,1,1,2,50.0,1,92,22,23.9,13,37,42,5,1,0,4,3,6,1,0,Matches
271,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,22,1994,25.5,30,21,7,15,8,10,55,18.2,45,595,135,22.7,113,271,211,26,0,0,26,13,43,14,1,Matches
272,Yuri Berchiche,es ESP,DF,Paris S-G,fr Ligue 1,27,1990,19.1,34,20,19,9,6,15,33,45.5,18,268,103,38.4,125,87,56,38,3,0,35,18,52,25,0,Matches
273,Álex Berenguer,es ESP,FW,Torino,it Serie A,22,1995,11.6,22,12,6,10,6,8,18,44.4,10,289,81,28.0,64,133,92,26,2,0,24,7,29,8,0,Matches
274,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,25,1992,27.6,70,45,37,27,6,29,58,50.0,29,382,124,32.5,189,132,61,74,11,1,63,18,88,64,0,Matches
275,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,26,1990,31.5,39,20,19,12,8,16,42,38.1,26,501,137,27.3,161,199,141,45,3,0,42,43,82,45,0,Matches
276,Markel Bergara,es ESP,MF,Getafe,es La Liga,31,1986,16.3,30,17,15,15,0,8,31,25.8,23,310,79,25.5,79,204,27,13,2,0,11,21,51,22,1,Matches
277,Emil Berggreen,dk DEN,FW,Mainz 05,de Bundesliga,24,1993,7.4,4,4,0,1,3,1,5,20.0,4,107,23,21.5,7,52,48,10,3,0,7,0,4,8,0,Matches
278,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,26,1991,11.6,5,4,1,2,2,2,14,14.3,12,245,67,27.3,16,102,127,12,1,0,11,7,12,3,0,Matches
279,Kévin Bérigaud,fr FRA,MFFW,Montpellier,fr Ligue 1,29,1988,3.0,4,0,1,1,2,3,6,50.0,3,27,10,37.0,1,11,15,0,0,0,0,1,5,1,0,Matches
280,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,28,1989,31.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,2,Matches
281,Federico Bernardeschi,it ITA,FWMF,Juventus,it Serie A,23,1994,9.4,14,10,7,4,3,5,9,55.6,4,134,30,22.4,36,59,39,19,0,0,19,9,23,11,1,Matches
282,Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,22,1995,15.0,36,19,17,13,6,10,26,38.5,16,224,75,33.5,101,93,30,35,5,0,30,27,63,69,0,Matches
283,Juan Bernat,es ESP,DFFW,Bayern Munich,de Bundesliga,24,1993,9.9,22,13,14,5,3,12,21,57.1,9,121,40,33.1,51,40,30,12,1,0,11,11,33,6,0,Matches
284,Andrea Bertolacci,it ITA,MF,Genoa,it Serie A,26,1991,32.2,84,56,43,34,7,17,66,25.8,49,691,201,29.1,252,340,99,54,10,0,44,44,128,28,0,Matches
285,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,27,1989,34.8,52,25,31,14,7,21,43,48.8,22,364,118,32.4,159,143,62,58,12,0,46,44,96,79,1,Matches
